account_id,account_type,created_at,initial_balance
ACC002254,company,2024-02-16,86447.29058343088
ACC002255,individual,2024-01-18,33114.52620677694
ACC002256,individual,2024-03-24,8976.533860514743
ACC002257,individual,2024-01-28,48569.92352648866
ACC002258,individual,2024-03-17,7037.257979253896
ACC002259,individual,2024-01-05,17882.230875573645
ACC002260,company,2024-01-30,16714.027947860326
ACC002261,individual,2024-01-01,11178.209750033437
ACC002262,company,2024-03-26,237748.15541111416
ACC002263,individual,2024-03-22,20483.084782471993
ACC002264,individual,2024-02-15,134599.86733111355
ACC002265,individual,2024-03-09,31057.340874982157
ACC002266,individual,2024-01-31,9692.214266677189
ACC002267,individual,2024-03-10,14623.896790057857
ACC002268,individual,2024-03-31,21194.95948367486
ACC002269,individual,2024-02-25,15649.459747178907
ACC002270,individual,2024-03-29,16748.22863639157
ACC002271,individual,2024-04-02,39094.76933871895
ACC002272,individual,2024-01-28,31741.17631742058
ACC002273,individual,2024-01-16,43914.2313352335
ACC002274,shell,2024-02-23,101385.42047724314
ACC002275,individual,2024-02-22,13746.15142041947
ACC002276,individual,2024-01-12,67096.86392451795
ACC002277,individual,2024-01-20,88752.0609725895
ACC002278,individual,2024-03-22,80330.18993001756
ACC002279,individual,2024-02-03,3789.802513992391
ACC002280,individual,2024-04-28,132944.43400412129
ACC002281,individual,2024-02-22,11656.28756953326
ACC002282,individual,2024-03-04,3495.8355499587424
ACC002283,individual,2024-01-23,129716.95555464189
ACC002284,individual,2024-04-18,36805.566200739784
ACC002285,individual,2024-01-27,38357.483801043
ACC002286,shell,2024-04-22,15802.566524581027
ACC002287,individual,2024-01-17,26425.848302585342
ACC002288,individual,2024-02-17,19161.981775849465
ACC002289,individual,2024-01-21,11799.320088445365
ACC002290,individual,2024-02-19,22538.73914331549
ACC002291,individual,2024-02-09,24664.943113448586
ACC002292,individual,2024-04-04,5874.439859501155
ACC002293,individual,2024-01-03,23286.571093571765
ACC002294,individual,2024-01-17,3686.656129172953
ACC002295,individual,2024-03-01,150294.4129081641
ACC002296,individual,2024-02-19,19878.98931751731
ACC002297,individual,2024-03-30,7543.9757864764015
ACC002298,individual,2024-03-27,36798.71483884047
ACC002299,individual,2024-01-06,10438.96390669491
ACC002300,company,2024-01-28,21391.366047110863
ACC002301,individual,2024-03-12,34734.93219612602
ACC002302,individual,2024-02-24,7968.959544674356
ACC002303,individual,2024-02-27,154772.151709576
ACC002304,company,2024-02-14,170231.48542896062
ACC002305,individual,2024-03-12,13023.968553840023
ACC002306,individual,2024-01-19,7162.925881819745
ACC002307,individual,2024-04-11,12964.781411032514
ACC002308,individual,2024-01-29,13676.658727854861
ACC002309,individual,2024-01-23,66859.62117149355
ACC002310,individual,2024-04-20,13190.95742210441
ACC002311,company,2024-02-01,6893.531607587462
ACC002312,individual,2024-01-10,24381.343436864998
ACC002313,individual,2024-03-31,4959.927524676707
ACC002314,shell,2024-02-18,64086.88799686865
ACC002315,individual,2024-03-05,40134.54372383475
ACC002316,individual,2024-04-12,12089.715338947584
ACC002317,individual,2024-01-29,13484.266961172245
ACC002318,individual,2024-02-28,28246.789216783975
ACC002319,individual,2024-02-14,7309.671055791888
ACC002320,company,2024-03-07,10017.654789721142
ACC002321,individual,2024-02-20,17581.225929406508
ACC002322,individual,2024-04-20,5891.213969764358
ACC002323,individual,2024-04-10,13983.892357022596
ACC002324,company,2024-04-04,7532.189741828012
ACC002325,shell,2024-01-11,91692.80202277406
ACC002326,company,2024-03-26,14714.141159023437
ACC002327,individual,2024-03-22,8545.635348091828
ACC002328,individual,2024-04-08,43236.90065331228
ACC002329,individual,2024-01-06,11748.891098250404
ACC002330,individual,2024-03-07,7313.7710572533715
ACC002331,individual,2024-03-02,53504.97499159996
ACC002332,individual,2024-01-05,15944.32844938015
ACC002333,individual,2024-01-09,51073.51294952923
ACC002334,individual,2024-01-28,21697.365551423867
ACC002335,individual,2024-03-23,25064.27452284425
ACC002336,individual,2024-04-01,38683.90069221745
ACC002337,individual,2024-03-31,11674.621235123603
ACC002338,individual,2024-03-17,9796.548739453345
ACC002339,individual,2024-02-07,73264.89171361049
ACC002340,company,2024-02-12,39297.62276495445
ACC002341,individual,2024-04-26,20588.78970859876
ACC002342,individual,2024-01-21,48810.508775754584
ACC002343,individual,2024-03-31,37803.60354227622
ACC002344,company,2024-03-02,56573.89094382666
ACC002345,individual,2024-02-15,7024.543129353351
ACC002346,individual,2024-03-10,20657.2362272164
ACC002347,individual,2024-02-07,68172.9406196444
ACC002348,individual,2024-02-18,117856.97311651791
ACC002349,individual,2024-03-15,12888.12666813783
ACC002350,individual,2024-04-20,25826.732678632514
ACC002351,company,2024-04-14,22456.509769177563
ACC002352,individual,2024-04-26,6347.515682857261
ACC002353,company,2024-03-21,16521.86928594639
ACC002354,individual,2024-04-29,4542.838524270469
ACC002355,individual,2024-02-08,18632.793350954536
ACC002356,company,2024-03-11,7800.796502858948
ACC002357,individual,2024-01-30,26105.851967219372
ACC002358,individual,2024-01-21,16156.904810021384
ACC002359,individual,2024-01-01,15901.757556091166
ACC002360,individual,2024-03-29,104132.71667040251
ACC002361,individual,2024-02-01,23642.687957770628
ACC002362,individual,2024-01-08,144094.1789723088
ACC002363,individual,2024-03-09,34419.258719936384
ACC002364,individual,2024-01-30,49789.17450307511
ACC002365,individual,2024-04-24,9232.430616812448
ACC002366,individual,2024-01-08,11007.381333614021
ACC002367,individual,2024-04-22,22410.029412340533
ACC002368,individual,2024-01-19,74092.91826321554
ACC002369,individual,2024-04-17,15322.015257184836
ACC002370,individual,2024-02-28,5263.48013074385
ACC002371,company,2024-02-24,32793.655918541655
ACC002372,individual,2024-01-30,23481.73843757057
ACC002373,individual,2024-03-19,12695.335514546283
ACC002374,individual,2024-02-05,15167.893650568836
ACC002375,individual,2024-02-24,9218.119427562073
ACC002376,individual,2024-02-13,55487.150547510595
ACC002377,company,2024-01-27,22546.25142056974
ACC002378,individual,2024-03-17,28014.496571953106
ACC002379,company,2024-03-18,12131.655929033994
ACC002380,company,2024-04-10,83803.26517595176
ACC002381,company,2024-02-23,27468.541597502506
ACC002382,company,2024-02-17,2588.5788150406074
ACC002383,individual,2024-01-30,34890.90926709891
ACC002384,individual,2024-02-08,16910.319034477176
ACC002385,individual,2024-04-20,18695.81370807927
ACC002386,individual,2024-01-13,59497.58200240776
ACC002387,individual,2024-01-16,24066.391865449405
ACC002388,individual,2024-02-13,122069.07169948907
ACC002389,individual,2024-03-11,24479.544713560423
ACC002390,individual,2024-04-21,13813.242176346817
ACC002391,individual,2024-04-28,3592.889571783737
ACC002392,individual,2024-04-28,10744.293463959233
ACC002393,individual,2024-01-27,15958.627627118925
ACC002394,company,2024-02-14,95443.35148860075
ACC002395,individual,2024-04-28,13897.2418210286
ACC002396,individual,2024-02-04,113778.85712388312
ACC002397,individual,2024-03-19,6986.1852939805285
ACC002398,individual,2024-01-28,10173.40227468874
ACC002399,individual,2024-04-08,67980.55499776248
ACC002400,individual,2024-01-07,12147.491651180844
ACC002401,individual,2024-03-02,66120.13843947687
ACC002402,individual,2024-04-23,9640.21300110284
ACC002403,individual,2024-04-19,10656.335126460026
ACC002404,individual,2024-04-23,41850.07775901883
ACC002405,individual,2024-02-20,9776.126794624193
ACC002406,individual,2024-02-15,16740.65806855184
ACC002407,individual,2024-01-20,32688.500412395726
ACC002408,shell,2024-04-05,17109.58772166128
ACC002409,individual,2024-02-07,12549.317961051715
ACC002410,individual,2024-03-01,6586.465192749936
ACC002411,individual,2024-04-13,93838.32258973898
ACC002412,individual,2024-02-01,113109.56636987606
ACC002413,individual,2024-01-26,30617.764627481145
ACC002414,individual,2024-02-27,17463.754681838327
ACC002415,shell,2024-02-08,18450.158513921
ACC002416,individual,2024-01-20,50624.60025277585
ACC002417,individual,2024-03-22,61807.62549026125
ACC002418,individual,2024-02-19,12833.922570622086
ACC002419,individual,2024-03-19,64512.105912162944
ACC002420,individual,2024-02-21,40745.02332224276
ACC002421,individual,2024-03-26,63400.29172583635
ACC002422,company,2024-04-24,4439.171571072186
ACC002423,individual,2024-01-22,14483.951608537038
ACC002424,individual,2024-02-22,18529.115469743476
ACC002425,company,2024-03-25,13781.002655778646
ACC002426,individual,2024-03-06,149839.94860780105
ACC002427,shell,2024-04-13,14619.804525757096
ACC002428,individual,2024-04-26,35185.60820733575
ACC002429,company,2024-02-12,25663.882075679772
ACC002430,individual,2024-03-22,16477.857721310473
ACC002431,company,2024-01-23,10843.919340192948
ACC002432,shell,2024-03-17,172103.02038177897
ACC002433,individual,2024-03-04,17643.587320364586
ACC002434,shell,2024-04-14,52869.642240079746
ACC002435,individual,2024-01-09,21814.96905525904
ACC002436,individual,2024-04-22,13922.734219533639
ACC002437,individual,2024-01-07,24545.690484197443
ACC002438,individual,2024-02-10,29974.842234414773
ACC002439,individual,2024-02-23,13772.295515009433
ACC002440,individual,2024-03-05,10253.551187026886
ACC002441,individual,2024-01-02,35460.47620887816
ACC002442,company,2024-01-04,24744.716364136064
ACC002443,company,2024-03-18,11475.185339011827
ACC002444,individual,2024-02-01,8617.623721056549
ACC002445,individual,2024-04-09,31234.509451561782
ACC002446,individual,2024-01-02,3235.4371693938
ACC002447,individual,2024-04-13,16973.357221101873
ACC002448,individual,2024-04-23,25212.327075321933
ACC002449,individual,2024-04-24,125200.58158780163
ACC002450,individual,2024-03-04,22258.542797103568
ACC002451,shell,2024-01-14,16298.178670105863
ACC002452,individual,2024-01-20,29277.098005389085
ACC002453,individual,2024-03-29,10758.584191140792
ACC002454,individual,2024-04-15,17695.46663431178
ACC002455,individual,2024-02-18,22681.435015258216
ACC002456,individual,2024-01-08,41336.962639839214
ACC002457,individual,2024-04-01,11237.366622180243
ACC002458,individual,2024-03-03,21900.750159951123
ACC002459,individual,2024-02-15,3673.809738996484
ACC002460,shell,2024-01-21,36926.34452919868
ACC002461,company,2024-03-27,17493.068378571697
ACC002462,individual,2024-02-01,144975.03642234474
ACC002463,individual,2024-01-08,31298.80982565429
ACC002464,individual,2024-04-04,9255.825591639134
ACC002465,individual,2024-04-10,7378.415095242745
ACC002466,individual,2024-01-16,42689.14413748492
ACC002467,individual,2024-02-09,132777.66727735449
ACC002468,individual,2024-04-15,97749.53855384968
ACC002469,individual,2024-01-27,6550.579201755482
ACC002470,individual,2024-04-13,26991.937869987167
ACC002471,shell,2024-04-14,67983.49669363537
ACC002472,company,2024-01-18,5760.84985912096
ACC002473,individual,2024-02-04,62153.8001427647
ACC002474,individual,2024-04-22,10907.567071725116
ACC002475,company,2024-02-21,17756.85760503008
ACC002476,individual,2024-01-15,29045.893842835216
ACC002477,company,2024-03-03,64107.429221604114
ACC002478,individual,2024-02-22,101916.26558811666
ACC002479,company,2024-03-31,15947.649417918616
ACC002480,individual,2024-03-21,13634.522223259446
ACC002481,company,2024-04-13,12756.186279173895
ACC002482,company,2024-03-06,48030.15136698363
ACC002483,individual,2024-04-22,59608.63926356124
ACC002484,individual,2024-04-23,53874.569461199644
ACC002485,shell,2024-01-31,28847.80886678942
ACC002486,individual,2024-03-01,31838.993519691543
ACC002487,company,2024-03-04,17494.313823139593
ACC002488,individual,2024-04-10,19204.410744513247
ACC002489,individual,2024-04-14,51739.33176865938
ACC002490,individual,2024-04-14,28689.656764639763
ACC002491,individual,2024-04-07,13723.074093469073
ACC002492,company,2024-02-03,66126.61626685617
ACC002493,individual,2024-04-24,11994.031565247513
ACC002494,individual,2024-02-24,25481.24020245255
ACC002495,individual,2024-02-28,6373.976259491042
ACC002496,individual,2024-01-03,8554.383053395431
ACC002497,company,2024-01-17,22451.335413346205
ACC002498,shell,2024-03-18,10979.188218170495
ACC002499,individual,2024-03-18,17515.63765111545
ACC002500,company,2024-02-15,74107.3488393571
ACC002501,company,2024-02-07,19443.024391551833
ACC002502,individual,2024-02-04,54168.1964672415
ACC002503,shell,2024-01-01,10089.872595681773
ACC002504,individual,2024-04-21,38135.6314972264
ACC002505,individual,2024-01-29,8101.538590728239
ACC002506,company,2024-01-04,17157.986251033646
ACC002507,individual,2024-03-01,39715.38842653132
ACC002508,company,2024-04-06,22309.26247992935
ACC002509,company,2024-01-17,56517.224139458405
ACC002510,individual,2024-01-28,42938.0747837916
ACC002511,company,2024-02-19,16181.03005237536
ACC002512,individual,2024-03-30,80575.37597408677
ACC002513,individual,2024-01-08,34074.51662338592
ACC002514,individual,2024-02-03,17262.82763397751
ACC002515,company,2024-02-28,25482.983133697882
ACC002516,individual,2024-01-18,24122.93317069979
ACC002517,individual,2024-04-04,26946.0588527531
ACC002518,individual,2024-02-28,19115.229934285882
ACC002519,individual,2024-01-27,31969.183952233434
ACC002520,individual,2024-01-16,48524.2864681717
ACC002521,individual,2024-01-10,33710.47576204438
ACC002522,individual,2024-04-13,32582.430038579674
ACC002523,individual,2024-03-16,19916.841127418415
ACC002524,company,2024-01-22,9080.801256144443
ACC002525,individual,2024-01-16,7119.9470330591475
ACC002526,individual,2024-01-12,10855.462227099515
ACC002527,shell,2024-03-15,14501.335592468984
ACC002528,individual,2024-03-24,117218.0775707458
ACC002529,shell,2024-02-20,77007.76542863288
ACC002530,individual,2024-01-01,12169.447244356177
ACC002531,company,2024-01-27,34534.09178884828
ACC002532,individual,2024-03-07,20586.232208156704
ACC002533,individual,2024-01-12,27889.087565505564
ACC002534,individual,2024-01-30,12725.706492676065
ACC002535,company,2024-01-09,207266.3231276049
ACC002536,individual,2024-02-22,142130.32869794482
ACC002537,individual,2024-03-01,16438.5174420578
ACC002538,company,2024-02-23,12132.838537848731
ACC002539,company,2024-02-06,55574.10494900237
ACC002540,individual,2024-03-05,6570.405401919688
ACC002541,company,2024-02-11,51325.753604463425
ACC002542,company,2024-02-18,24970.88882758132
ACC002543,individual,2024-01-04,5249.576438780791
ACC002544,individual,2024-03-04,18924.81848644727
ACC002545,individual,2024-03-19,11432.849243131222
ACC002546,individual,2024-02-20,25894.354337708693
ACC002547,individual,2024-03-31,23330.25493071836
ACC002548,individual,2024-03-12,5725.499413698776
ACC002549,individual,2024-02-29,15769.87106351478
ACC002550,individual,2024-03-27,39132.95836507487
ACC002551,individual,2024-03-19,46486.07907172144
ACC002552,company,2024-03-31,15320.421439784044
ACC002553,company,2024-01-31,34813.85236005568
ACC002554,individual,2024-04-12,28749.63070054645
ACC002555,shell,2024-04-20,20896.903649669424
ACC002556,individual,2024-03-12,35027.16583223861
ACC002557,individual,2024-04-03,8732.400402242949
ACC002558,individual,2024-02-27,22047.85066966485
ACC002559,individual,2024-04-28,4429.583158695072
ACC002560,company,2024-04-15,20865.96609531941
ACC002561,individual,2024-03-22,91585.33180306204
ACC002562,individual,2024-01-04,16002.087302317557
ACC002563,individual,2024-04-20,82870.97243602351
ACC002564,individual,2024-04-16,16259.163413258815
ACC002565,individual,2024-01-22,7444.858207347106
ACC002566,individual,2024-01-03,42847.153739997804
ACC002567,individual,2024-03-19,35029.0866325435
ACC002568,company,2024-04-08,223911.89649239456
ACC002569,company,2024-02-16,8272.601286389592
ACC002570,individual,2024-02-07,31458.171201971243
ACC002571,company,2024-02-02,32599.207304057014
ACC002572,individual,2024-03-18,63461.24615858863
ACC002573,individual,2024-02-17,37413.950924872166
ACC002574,individual,2024-03-05,16513.317503596376
ACC002575,individual,2024-04-26,7547.1689101173615
ACC002576,shell,2024-04-22,31151.662465659945
ACC002577,individual,2024-01-26,32029.75685843252
ACC002578,individual,2024-01-08,41415.72929409556
ACC002579,individual,2024-02-19,16490.935634930127
ACC002580,individual,2024-03-20,29090.052620121958
ACC002581,company,2024-02-07,4702.495988355264
ACC002582,individual,2024-01-10,7869.531050783497
ACC002583,individual,2024-02-11,56135.82693181556
ACC002584,individual,2024-02-06,26366.130452811914
ACC002585,individual,2024-01-26,35447.92857552774
ACC002586,individual,2024-04-01,12108.321941017104
ACC002587,individual,2024-01-12,10663.12954869533
ACC002588,individual,2024-03-24,14421.115097918773
ACC002589,individual,2024-02-18,27936.362315445705
ACC002590,company,2024-01-14,43735.58954253514
ACC002591,company,2024-02-15,17169.50192658114
ACC002592,individual,2024-02-04,4189.838926657885
ACC002593,individual,2024-01-29,32893.738709185556
ACC002594,individual,2024-01-12,28768.955626978954
ACC002595,company,2024-04-25,35566.98070754123
ACC002596,individual,2024-03-22,51870.11696201877
ACC002597,individual,2024-02-13,47932.95250443223
ACC002598,individual,2024-03-06,85889.27346350564
ACC002599,individual,2024-01-02,22661.386731687257
ACC002600,individual,2024-02-28,14300.82176727908
ACC002601,individual,2024-01-17,62370.07305102954
ACC002602,individual,2024-01-10,54630.961166078094
ACC002603,individual,2024-01-18,17450.931483668297
ACC002604,individual,2024-01-22,66561.78039613701
ACC002605,individual,2024-03-23,23730.786042721214
ACC002606,individual,2024-02-27,78930.50154545164
ACC002607,individual,2024-02-22,124146.19515130411
ACC002608,individual,2024-01-01,308992.33498389757
ACC002609,individual,2024-03-28,23440.89422256959
ACC002610,company,2024-03-01,90710.72309267243
ACC002611,individual,2024-04-09,51732.74832389408
ACC002612,individual,2024-03-29,56781.25966646443
ACC002613,individual,2024-04-09,33672.33531857392
ACC002614,individual,2024-01-31,57016.98927339166
ACC002615,individual,2024-01-31,5574.26492938529
ACC002616,individual,2024-03-06,21400.25431135062
ACC002617,individual,2024-01-19,11458.859139363647
ACC002618,company,2024-02-22,10539.479255755292
ACC002619,individual,2024-03-16,5242.207176211587
ACC002620,company,2024-03-14,13007.554811017792
ACC002621,company,2024-04-04,18505.985381477287
ACC002622,individual,2024-04-18,26484.35100612679
ACC002623,company,2024-01-22,21754.404496038056
ACC002624,individual,2024-01-23,63091.33446336102
ACC002625,shell,2024-04-25,8991.16353898392
ACC002626,individual,2024-03-27,3153.736667009223
ACC002627,individual,2024-01-15,37475.79731735558
ACC002628,individual,2024-01-26,21020.882279542995
ACC002629,individual,2024-01-03,20588.93606725739
ACC002630,individual,2024-03-27,10799.068088326156
ACC002631,individual,2024-01-20,54673.64356667829
ACC002632,individual,2024-04-18,14485.961038958832
ACC002633,individual,2024-02-09,9103.613085894436
ACC002634,individual,2024-02-08,117507.92440382256
ACC002635,individual,2024-04-29,43983.684421957
ACC002636,shell,2024-03-12,21159.445649800513
ACC002637,company,2024-01-18,1917.4624377945959
ACC002638,shell,2024-02-10,17406.089155499198
ACC002639,individual,2024-03-10,21555.4359741815
ACC002640,individual,2024-01-27,95194.9337043529
ACC002641,individual,2024-04-09,3827.7118185098448
ACC002642,company,2024-01-15,104846.93484464858
ACC002643,individual,2024-02-06,34095.92395825186
ACC002644,individual,2024-02-27,6584.127727051474
ACC002645,individual,2024-01-05,55371.25282323813
ACC002646,shell,2024-04-12,17259.653393946737
ACC002647,individual,2024-03-13,4180.233922356911
ACC002648,individual,2024-01-07,14123.28948966055
ACC002649,individual,2024-02-10,28421.666252794872
ACC002650,individual,2024-03-24,23433.858435977185
ACC002651,individual,2024-01-10,41918.315948814234
ACC002652,individual,2024-03-02,66001.35881093076
ACC002653,individual,2024-01-26,7342.482903345171
ACC002654,company,2024-03-08,21570.79573530238
ACC002655,individual,2024-04-11,11968.606485300019
ACC002656,company,2024-01-24,6317.443624626376
ACC002657,company,2024-03-18,20913.722558373836
ACC002658,individual,2024-02-10,33916.814856411474
ACC002659,individual,2024-03-05,35978.51035234486
ACC002660,individual,2024-01-17,14835.648066614278
ACC002661,company,2024-04-18,8039.570968324676
ACC002662,individual,2024-01-24,11560.742451786984
ACC002663,individual,2024-01-27,3371.6852566157486
ACC002664,individual,2024-01-07,6705.589210876814
ACC002665,individual,2024-03-13,7312.767241784096
ACC002666,individual,2024-04-16,51292.76461431841
ACC002667,individual,2024-04-08,51246.552679951965
ACC002668,individual,2024-01-12,185253.72078042466
ACC002669,individual,2024-03-25,28010.279109994408
ACC002670,individual,2024-01-03,13576.74897739705
ACC002671,individual,2024-03-19,22291.748081188543
ACC002672,individual,2024-03-25,18597.328856621494
ACC002673,individual,2024-01-10,11710.963176319634
ACC002674,company,2024-02-02,30330.903257850176
ACC002675,individual,2024-02-15,26725.013035317817
ACC002676,individual,2024-02-28,20280.572039710332
ACC002677,individual,2024-02-21,16411.062116156878
ACC002678,individual,2024-01-06,41435.83924805675
ACC002679,individual,2024-01-02,12660.704943415923
ACC002680,individual,2024-01-29,14718.217226020442
ACC002681,company,2024-04-28,35421.800077078224
ACC002682,individual,2024-02-09,60565.44010387014
ACC002683,individual,2024-04-06,55278.41571760543
ACC002684,individual,2024-03-01,16990.56860526399
ACC002685,individual,2024-03-08,6220.791746324276
ACC002686,individual,2024-03-08,16489.9992406423
ACC002687,individual,2024-01-29,23706.520300949083
ACC002688,individual,2024-04-10,7228.426385427756
ACC002689,individual,2024-03-02,16186.03224125999
ACC002690,individual,2024-02-29,73651.44530494482
ACC002691,individual,2024-03-24,25526.674561034662
ACC002692,individual,2024-02-10,12828.315906073463
ACC002693,individual,2024-03-27,22670.9332515293
ACC002694,shell,2024-04-18,23950.555168815143
ACC002695,individual,2024-03-22,15163.539653951999
ACC002696,individual,2024-04-22,47685.365895733004
ACC002697,individual,2024-03-29,3538.994995288622
ACC002698,company,2024-03-05,35304.336407106384
ACC002699,company,2024-04-27,12417.383454819625
ACC002700,individual,2024-03-04,62674.15922219489
ACC002701,shell,2024-03-19,6157.079153904365
ACC002702,individual,2024-03-03,56307.10992382493
ACC002703,individual,2024-04-07,10003.917715107998
ACC002704,company,2024-02-17,30393.556619378436
ACC002705,company,2024-01-20,13835.598203239335
ACC002706,individual,2024-04-27,67996.37895597421
ACC002707,individual,2024-02-06,18195.321950884776
ACC002708,individual,2024-03-04,10688.674856399848
ACC002709,individual,2024-03-31,89241.34720050996
ACC002710,company,2024-03-26,16644.777264211847
ACC002711,individual,2024-04-24,37115.206326668354
ACC002712,individual,2024-01-05,56333.48340735575
ACC002713,individual,2024-02-03,9140.836587037968
ACC002714,individual,2024-02-08,33588.74383734724
ACC002715,individual,2024-03-07,38452.72393039414
ACC002716,individual,2024-03-21,4686.87896388007
ACC002717,shell,2024-03-02,30426.198124326263
ACC002718,company,2024-03-28,15461.220671053072
ACC002719,individual,2024-01-24,111322.14596878084
ACC002720,company,2024-01-03,52371.58831431772
ACC002721,company,2024-04-18,34169.09077587627
ACC002722,company,2024-03-11,2860.271325756726
ACC002723,individual,2024-03-29,34371.602832718825
ACC002724,individual,2024-04-29,10291.010182085865
ACC002725,individual,2024-03-07,52761.04810039182
ACC002726,individual,2024-03-19,18771.267258878506
ACC002727,individual,2024-04-02,13107.161772314144
ACC002728,individual,2024-02-19,14233.905223863292
ACC002729,individual,2024-01-29,15211.091410626499
ACC002730,individual,2024-03-14,5725.999181342423
ACC002731,individual,2024-02-01,6528.8230654666995
ACC002732,individual,2024-03-27,15748.750617278996
ACC002733,shell,2024-02-08,104311.47749702491
ACC002734,company,2024-01-09,45002.04445307185
ACC002735,company,2024-04-10,49217.512970171214
ACC002736,shell,2024-04-25,72928.01245204546
ACC002737,individual,2024-04-13,29176.40404687294
ACC002738,shell,2024-01-14,13951.243207413248
ACC002739,individual,2024-03-08,14603.495896609847
ACC002740,individual,2024-03-04,9645.638972228344
ACC002741,individual,2024-01-20,49563.40824958396
ACC002742,individual,2024-01-28,8636.525078471315
ACC002743,individual,2024-01-14,178143.3155280298
ACC002744,individual,2024-02-13,8929.285273889629
ACC002745,company,2024-04-07,74824.79243473004
ACC002746,individual,2024-03-17,75229.6462084212
ACC002747,individual,2024-04-04,41124.27463421371
ACC002748,company,2024-04-06,111365.41341505438
ACC002749,individual,2024-04-25,18101.771608509363
ACC002750,individual,2024-02-08,25040.94189744754
ACC002751,individual,2024-01-28,27568.42921099675
ACC002752,individual,2024-03-04,39740.27234373183
ACC002753,individual,2024-03-29,3572.544343888021
ACC002754,company,2024-02-01,19808.441719623945
ACC002755,individual,2024-01-09,51960.341778595
ACC002756,individual,2024-01-28,15185.316788175152
ACC002757,company,2024-04-04,156306.87362365716
ACC002758,individual,2024-01-17,25035.027342753456
ACC002759,individual,2024-04-26,36846.71349658998
ACC002760,individual,2024-03-27,103880.48716043374
ACC002761,individual,2024-03-17,25070.14405520479
ACC002762,individual,2024-02-24,102196.89029891034
ACC002763,individual,2024-01-10,39464.08002103827
ACC002764,individual,2024-03-20,39540.5013244928
ACC002765,shell,2024-01-06,9052.8856012524
ACC002766,individual,2024-02-17,66600.02306265169
ACC002767,individual,2024-03-15,12011.373967979462
ACC002768,individual,2024-04-25,18280.966860548
ACC002769,individual,2024-03-07,77590.35811343857
ACC002770,individual,2024-04-01,15264.096670767949
ACC002771,individual,2024-02-10,31188.02480004403
ACC002772,company,2024-03-19,20871.244321974762
ACC002773,individual,2024-02-29,21611.93814134826
ACC002774,individual,2024-03-17,18968.597254878034
ACC002775,individual,2024-02-11,7815.182524337274
ACC002776,individual,2024-04-25,37992.466409793924
ACC002777,individual,2024-04-29,41527.942846496015
ACC002778,individual,2024-04-18,12308.096626702301
ACC002779,individual,2024-03-21,14153.416490729356
ACC002780,individual,2024-03-11,54884.773385581364
ACC002781,company,2024-01-28,16919.33395994957
ACC002782,shell,2024-04-11,24163.467124254974
ACC002783,company,2024-01-13,9121.620552236092
ACC002784,company,2024-03-21,20671.832179061792
ACC002785,individual,2024-01-15,9171.18076801986
ACC002786,shell,2024-02-05,12028.381283854003
ACC002787,individual,2024-04-01,10258.061552055222
ACC002788,shell,2024-01-15,52223.27865272245
ACC002789,shell,2024-04-19,5827.903349945585
ACC002790,individual,2024-04-26,28758.299355327166
ACC002791,shell,2024-03-15,17621.509441262813
ACC002792,individual,2024-02-25,88988.50589600315
ACC002793,individual,2024-04-04,48024.66367936835
ACC002794,individual,2024-01-04,6374.327545436822
ACC002795,individual,2024-04-08,12575.14082183703
ACC002796,individual,2024-04-07,21722.131986106924
ACC002797,individual,2024-02-21,12572.584390674127
ACC002798,shell,2024-03-31,54626.44213121316
ACC002799,individual,2024-01-10,26106.560569796544
ACC002800,company,2024-04-03,18154.14249494888
ACC002801,company,2024-02-14,58741.24316483406
ACC002802,company,2024-03-24,6786.167391343424
ACC002803,shell,2024-01-29,16890.1742190309
ACC002804,individual,2024-02-22,28226.009782627603
ACC002805,shell,2024-01-29,19123.734176305206
ACC002806,company,2024-01-23,987.7155468757097
ACC002807,individual,2024-02-26,30915.829410068563
ACC002808,individual,2024-02-19,36414.69191798072
ACC002809,individual,2024-01-21,8002.041956946895
ACC002810,individual,2024-04-21,2482.508236029298
ACC002811,individual,2024-02-12,11184.279073903466
ACC002812,individual,2024-01-10,17971.061849414047
ACC002813,individual,2024-04-14,19721.582831651325
ACC002814,individual,2024-03-16,3080.642760097658
ACC002815,company,2024-01-30,26989.909857580027
ACC002816,individual,2024-02-20,61628.31725099716
ACC002817,individual,2024-02-02,57343.032680323195
ACC002818,individual,2024-01-18,74745.42965884427
ACC002819,individual,2024-03-18,6548.729631318081
ACC002820,company,2024-01-22,53053.82844507678
ACC002821,individual,2024-03-04,8657.483948428664
ACC002822,individual,2024-01-21,48496.16267357766
ACC002823,individual,2024-01-01,10537.00517180051
ACC002824,individual,2024-04-22,31320.34376472146
ACC002825,company,2024-04-16,102251.11841278411
ACC002826,individual,2024-04-25,55990.444933325474
ACC002827,individual,2024-01-15,8758.006965021696
ACC002828,individual,2024-02-05,7052.348386188329
ACC002829,individual,2024-02-16,47874.599835316
ACC002830,individual,2024-02-23,82410.47601783837
ACC002831,individual,2024-03-26,33853.56158612661
ACC002832,individual,2024-02-01,13211.289815296064
ACC002833,individual,2024-02-27,22968.294646096674
ACC002834,individual,2024-02-15,33943.21062772268
ACC002835,company,2024-02-23,20139.62101695759
ACC002836,shell,2024-02-02,8766.731812088032
ACC002837,individual,2024-04-14,63814.68186682786
ACC002838,company,2024-02-08,144103.367222717
ACC002839,individual,2024-01-23,91725.41911951272
