account_id,in_degree,out_degree,pagerank,clustering,cycle_presence
ACC004259,9,10,4.4502245511006566e-05,0.0,1
ACC004515,18,11,9.278227895356026e-05,0.0024630541871921183,1
ACC005562,7,10,4.358262113492102e-05,0.0,1
ACC005919,11,12,5.0292086244877416e-05,0.0,1
ACC009226,15,9,0.0003527523883897177,0.0,1
ACC009477,12,7,4.651170097405068e-05,0.011695906432748537,1
ACC000800,13,9,0.00013756519884712963,0.004329004329004329,1
ACC002542,7,10,4.693646954548664e-05,0.008333333333333333,1
ACC004715,9,4,5.794261051566897e-05,0.0,1
ACC005002,7,9,4.824708746898145e-05,0.0,1
ACC005067,10,17,5.913708781871574e-05,0.008547008547008548,1
ACC006644,11,12,5.340664110971799e-05,0.003952569169960474,1
ACC002832,11,15,4.8836335058179516e-05,0.003076923076923077,1
ACC004353,11,9,0.00010411110208034597,0.0,1
ACC004796,11,7,5.7074617727667516e-05,0.006535947712418301,1
ACC008101,13,8,0.0001227946021523943,0.004761904761904762,1
ACC008396,5,5,3.1484867995850216e-05,0.0,1
ACC009240,12,7,9.726943145750729e-05,0.0,1
ACC009270,13,14,0.00037020125337252437,0.0,1
ACC009334,7,9,4.4364908009032856e-05,0.0,1
ACC009550,14,5,7.710261036538003e-05,0.0,1
ACC000158,5,10,0.0001549107977347942,0.0,1
ACC000531,11,14,4.4259266237568034e-05,0.0,1
ACC001005,6,5,6.931793786914736e-05,0.0,1
ACC001088,9,7,0.00013699362516915898,0.0,1
ACC002140,11,13,0.0003441900111654412,0.007246376811594203,1
ACC002325,11,13,5.1762106395366506e-05,0.0036231884057971015,1
ACC002345,16,3,9.14283581905012e-05,0.005847953216374269,1
ACC006282,12,8,9.88228658871491e-05,0.015789473684210527,1
ACC007436,10,12,9.057191768922687e-05,0.008658008658008658,1
ACC000159,9,17,0.00021705413087924147,0.003076923076923077,1
ACC002893,6,13,0.0002009620763211943,0.005847953216374269,1
ACC003897,12,6,4.67509717538789e-05,0.0,1
ACC004452,8,9,4.964502085172504e-05,0.0,1
ACC004775,12,10,0.0004708129576980633,0.0,1
ACC005260,11,14,5.9471151322096096e-05,0.0,1
ACC006165,14,20,6.509398659715413e-05,0.0,1
ACC006481,15,5,8.472479812303348e-05,0.005263157894736842,1
ACC007020,15,15,7.7903430569907e-05,0.0022988505747126436,1
ACC007358,9,11,5.125539813141527e-05,0.005263157894736842,1
ACC007374,10,9,6.997931155477166e-05,0.005847953216374269,1
ACC007394,12,11,6.793012291678921e-05,0.003952569169960474,1
ACC007607,9,14,0.0001038204803810022,0.003952569169960474,1
ACC009176,13,11,6.819244756947686e-05,0.0,1
ACC009732,8,10,3.4377757297553734e-05,0.0,1
ACC001917,10,10,5.752441397575512e-05,0.005263157894736842,1
ACC005640,8,12,8.603933170938268e-05,0.0,1
ACC006891,10,16,6.610519023930938e-05,0.003076923076923077,1
ACC007926,10,12,0.00011701495514552677,0.0,1
ACC009198,9,9,4.9114678594522985e-05,0.006535947712418301,1
ACC004117,7,11,9.013308943875845e-05,0.0,1
ACC004681,19,16,6.823246611802138e-05,0.0,1
ACC005501,14,6,6.765886193352393e-05,0.0,1
ACC005612,14,13,7.631330685678157e-05,0.0,1
ACC008424,11,10,7.04401204507686e-05,0.0,1
ACC008614,7,10,2.7268761982095914e-05,0.0,1
ACC009178,12,7,6.0202382477384986e-05,0.0,1
ACC000162,10,16,0.00010010097027158635,0.0,1
ACC000861,9,9,4.7872887775957245e-05,0.006535947712418301,1
ACC000875,12,9,5.826810591957536e-05,0.0,1
ACC001787,11,15,5.1493899347256914e-05,0.003076923076923077,1
ACC001876,17,6,0.00011760278863083334,0.0,1
ACC002272,7,13,4.471732448817483e-05,0.0,1
ACC003369,12,8,8.578244651792883e-05,0.005263157894736842,1
ACC003810,12,6,4.7820073365083105e-05,0.0,1
ACC004933,13,9,5.488709941067826e-05,0.004329004329004329,1
ACC005957,8,7,4.8151533104747725e-05,0.0,1
ACC006648,10,9,8.512514128914093e-05,0.0,1
ACC007060,14,14,0.00012368475668117382,0.0,1
ACC008098,10,10,8.847881183741789e-05,0.0,1
ACC008394,6,12,2.957699070308965e-05,0.0,1
ACC009101,12,6,7.609087374150668e-05,0.0,1
ACC009906,5,9,4.294305884667895e-05,0.0,1
ACC000163,8,8,4.166391085533781e-05,0.008333333333333333,1
ACC000943,13,5,6.338383606621195e-05,0.0,1
ACC001241,11,12,7.524089557463342e-05,0.003952569169960474,1
ACC004652,11,7,4.363584713064069e-05,0.006535947712418301,1
ACC005537,14,10,0.0001394925779448255,0.0,1
ACC005553,11,12,0.0002763214995180475,0.003952569169960474,1
ACC005983,7,13,4.265529958167172e-05,0.0,1
ACC007012,13,13,5.781403090441871e-05,0.0,1
ACC007317,7,10,0.00040180197222870084,0.0,1
ACC000164,21,10,7.811855145864329e-05,0.002150537634408602,1
ACC002284,6,13,3.8374793568302104e-05,0.0,1
ACC003823,10,11,4.390831346771883e-05,0.0,1
ACC006108,10,6,3.246087224063748e-05,0.0,1
ACC006466,8,5,5.267155950684717e-05,0.0,1
ACC007299,10,10,3.8444543938051224e-05,0.0,1
ACC008077,6,13,4.114330961765417e-05,0.0,1
ACC009735,11,13,0.00018554430405109344,0.0,1
ACC009948,18,14,9.510874869446634e-05,0.0,1
ACC000165,3,9,2.7430188497806665e-05,0.0,1
ACC001889,7,12,5.381579099812296e-05,0.005847953216374269,1
ACC004238,12,9,0.00014566593249164074,0.0,1
ACC005528,11,12,5.961447154030068e-05,0.003952569169960474,1
ACC005967,19,10,0.00013861395465608674,0.0049261083743842365,1
ACC006874,13,9,7.658884839435159e-05,0.0,1
ACC007661,9,10,9.265057032142904e-05,0.0,1
ACC000166,6,13,4.138576593200525e-05,0.0,1
ACC000700,12,10,7.481558453352455e-05,0.004329004329004329,1
ACC001061,12,12,6.886883674721552e-05,0.0,1
ACC001566,7,6,5.9727252897418995e-05,0.0,1
ACC001755,11,10,5.4946736988386204e-05,0.0,1
ACC002409,15,8,5.430825506688201e-05,0.0,1
ACC002440,13,15,0.000988905466749804,0.0,1
ACC002927,9,6,5.254324404809215e-05,0.0,1
ACC003450,10,12,5.1396730329932226e-05,0.0,1
ACC003588,8,7,3.8246354279416275e-05,0.0,1
ACC004550,12,12,0.0003723935167953226,0.0,1
ACC004863,12,9,0.0001262974334983267,0.004761904761904762,1
ACC004866,17,10,6.876524523210789e-05,0.002849002849002849,1
ACC000167,11,11,7.125901477159858e-05,0.0,1
ACC000895,7,17,5.818345010438243e-05,0.007246376811594203,1
ACC001791,11,11,0.0002910616098733482,0.008658008658008658,1
ACC002018,6,10,5.623784129975925e-05,0.016666666666666666,1
ACC003669,9,7,6.129577513632581e-05,0.0,1
ACC005174,11,14,8.281510885253962e-05,0.0,1
ACC005700,11,12,7.958046364662684e-05,0.0,1
ACC005847,10,18,6.899295425487705e-05,0.0026455026455026454,1
ACC000168,7,6,3.21574186658341e-05,0.0,1
ACC001600,10,10,0.00040897332227032634,0.0,1
ACC004893,9,8,4.0015208073882636e-05,0.007352941176470588,1
ACC005341,11,13,6.544277286361324e-05,0.0,1
ACC007966,12,15,4.4464819950512476e-05,0.002849002849002849,1
ACC009319,10,11,3.1701152994539665e-05,0.009523809523809525,1
ACC000358,13,10,5.937426481003052e-05,0.0,1
ACC003517,9,13,4.0383785203374694e-05,0.004329004329004329,1
ACC006269,7,12,3.923554677318048e-05,0.0,1
ACC007031,11,3,4.493941755321381e-05,0.01098901098901099,1
ACC007360,6,11,8.766374325667743e-05,0.007352941176470588,1
ACC008717,12,9,0.00018405198240270136,0.0,1
ACC009919,13,9,9.997305411839629e-05,0.004329004329004329,1
ACC009984,19,15,0.0006423104531936842,0.0,1
ACC001077,12,7,9.426189810077486e-05,0.0,1
ACC002047,12,11,0.00016916400705125736,0.003952569169960474,1
ACC003586,7,4,4.0340477136513164e-05,0.0,1
ACC003953,15,5,6.394901749861362e-05,0.0,1
ACC003999,16,5,0.00010876452461810882,0.0,1
ACC006057,9,13,5.009851519677887e-05,0.004329004329004329,1
ACC006962,17,8,0.00010194073458822575,0.006666666666666667,1
ACC008398,7,14,7.108579519546742e-05,0.004761904761904762,1
ACC008461,13,10,0.00012046926789148115,0.0,1
ACC009239,12,11,9.960830281098297e-05,0.003952569169960474,1
ACC009241,13,9,9.822081205704877e-05,0.0,1
ACC000171,12,11,6.72759135518251e-05,0.007905138339920948,1
ACC000258,11,11,9.395535001923517e-05,0.004329004329004329,1
ACC001559,18,16,8.202437819041716e-05,0.0017825311942959,1
ACC004634,12,10,4.45856963190965e-05,0.0,1
ACC004825,13,8,0.00010311907548919336,0.014285714285714285,1
ACC005267,13,11,7.282703147714138e-05,0.0036231884057971015,1
ACC006358,14,14,0.000666258385042174,0.0,1
ACC006438,16,13,0.0002820581247946935,0.0049261083743842365,1
ACC007197,10,6,6.004865325265704e-05,0.008333333333333333,1
ACC000172,7,10,6.198675473309616e-05,0.007352941176470588,1
ACC001595,5,14,2.2113190281983675e-05,0.005847953216374269,1
ACC001648,9,6,4.923998371084861e-05,0.0,1
ACC001997,6,14,2.8284472390667635e-05,0.0,1
ACC004286,9,11,9.454996126462879e-05,0.0,1
ACC004368,15,12,0.00034342508446117136,0.002849002849002849,1
ACC005332,10,2,7.364019750145695e-05,0.0,1
ACC008330,14,8,0.00011655051197292803,0.0,1
ACC008513,8,14,5.312187933730207e-05,0.0,1
ACC008960,11,6,8.304134827302951e-05,0.007352941176470588,1
ACC009690,4,11,2.4895776779419597e-05,0.0,1
ACC000173,8,15,4.323899901520499e-05,0.007905138339920948,1
ACC000194,7,22,4.2311431558550684e-05,0.0049261083743842365,1
ACC000325,14,9,0.00010563470328781308,0.0,1
ACC000722,9,8,0.0003302398303392207,0.0,1
ACC002968,7,6,3.4974457918435464e-05,0.0,1
ACC003368,8,5,3.5724567221350854e-05,0.0,1
ACC003821,13,10,6.0468615247798594e-05,0.0,1
ACC004140,8,8,5.82384868732119e-05,0.0,1
ACC004818,10,14,6.506392579978019e-05,0.0,1
ACC005090,16,8,5.707174207955382e-05,0.0,1
ACC006934,11,13,7.401546300828155e-05,0.0,1
ACC007090,7,10,6.271858821247931e-05,0.0,1
ACC007668,15,7,9.726900493896297e-05,0.0,1
ACC008143,14,13,8.449185044915946e-05,0.0,1
ACC009143,13,13,5.297888101194764e-05,0.006153846153846154,1
ACC001733,13,10,8.51801892554928e-05,0.0,1
ACC001772,10,12,4.989721321751489e-05,0.0,1
ACC003886,13,10,5.726496452774243e-05,0.003952569169960474,1
ACC004195,13,8,8.273927798692941e-05,0.0,1
ACC008546,9,6,5.790048537030607e-05,0.0,1
ACC000175,7,18,0.00014458954049723966,0.0,1
ACC000919,12,8,6.467101193746315e-05,0.0,1
ACC001750,7,7,3.136871853619641e-05,0.0,1
ACC002131,13,8,0.000353544605868227,0.009523809523809525,1
ACC002570,16,14,7.62340895427113e-05,0.0,1
ACC002661,8,6,3.7199710638898124e-05,0.0,1
ACC003375,10,7,4.6906670983921644e-05,0.0,1
ACC003837,12,15,6.246584729140676e-05,0.0,1
ACC004060,17,15,0.0002124968282040404,0.0,1
ACC004105,11,15,0.0001766339994856439,0.0,1
ACC004239,16,8,7.369448707157216e-05,0.0,1
ACC004932,8,11,3.405769981115843e-05,0.0,1
ACC005641,8,9,3.067112553167389e-05,0.0,1
ACC005730,12,8,5.0297060858280326e-05,0.0,1
ACC006293,15,10,8.319045792775168e-05,0.006666666666666667,1
ACC006869,11,7,4.5512678018472124e-05,0.013071895424836602,1
ACC006946,7,8,5.8213680711215544e-05,0.009523809523809525,1
ACC008590,12,10,7.38444872140347e-05,0.008658008658008658,1
ACC004362,12,11,6.0755279760914626e-05,0.0,1
ACC004376,18,11,0.00010814720544570528,0.0024630541871921183,1
ACC006989,14,6,6.258752540795305e-05,0.0,1
ACC007575,10,11,9.00949794205491e-05,0.0,1
ACC009677,11,6,5.7110898806100483e-05,0.007352941176470588,1
ACC009710,8,12,5.3176345482029616e-05,0.005263157894736842,1
ACC000177,10,7,3.931068026416105e-05,0.0,1
ACC003813,6,14,5.082369805406771e-05,0.0,1
ACC003830,13,21,5.764650382732138e-05,0.0017825311942959,1
ACC006266,13,8,0.00033255621920240717,0.009523809523809525,1
ACC006653,17,10,8.572456949173613e-05,0.002849002849002849,1
ACC008246,8,14,3.7284463301381564e-05,0.0,1
ACC008952,7,17,3.377768888745662e-05,0.0,1
ACC000178,8,7,7.816886310894361e-05,0.0,1
ACC003580,9,12,5.26573990783326e-05,0.004761904761904762,1
ACC003684,9,16,4.38878336777949e-05,0.0033333333333333335,1
ACC006016,10,13,8.320091848531149e-05,0.003952569169960474,1
ACC008175,11,12,5.8442997186609206e-05,0.0,1
ACC000179,10,10,5.13355817485228e-05,0.005263157894736842,1
ACC001314,9,7,4.858497594423859e-05,0.0,1
ACC003591,24,12,0.0001675274874964001,0.0015873015873015873,1
ACC004570,7,12,3.8468632894204145e-05,0.0,1
ACC005288,12,6,7.634339206532416e-05,0.0,1
ACC006849,8,6,5.782544248022898e-05,0.0,1
ACC007225,7,5,5.093288688511935e-05,0.015151515151515152,1
ACC007343,12,5,8.782524280514717e-05,0.0,1
ACC008207,9,12,4.719284329871541e-05,0.004761904761904762,1
ACC008285,9,11,7.609083455158998e-05,0.0,1
ACC000180,12,10,0.0003353159286827961,0.0,1
ACC001403,12,8,6.230372206359937e-05,0.0,1
ACC001567,7,11,0.00039539646249162926,0.0,1
ACC001736,12,8,8.563605703098239e-05,0.0,1
ACC002815,12,15,0.00033620158257173017,0.002849002849002849,1
ACC003109,17,10,0.00046881677554241256,0.005698005698005698,1
ACC005585,5,7,4.034437446598132e-05,0.0,1
ACC006220,11,13,7.833111351657252e-05,0.0036231884057971015,1
ACC007462,8,12,4.308619566558105e-05,0.0,1
ACC000181,12,8,7.301447207780475e-05,0.005263157894736842,1
ACC001739,10,5,6.553038279735354e-05,0.0,1
ACC003374,8,14,6.775026642358574e-05,0.0,1
ACC004431,5,11,4.402388260374867e-05,0.008333333333333333,1
ACC007213,10,8,9.803190055202574e-05,0.006535947712418301,1
ACC008447,14,9,0.00012176386173266814,0.003952569169960474,1
ACC000749,18,6,0.0004120924205690657,0.0036231884057971015,1
ACC002388,10,7,7.22988206414235e-05,0.0,1
ACC003379,18,9,0.0001276613265689069,0.0,1
ACC004596,10,3,4.6630147323250495e-05,0.0,1
ACC006374,17,13,0.00028989445479638855,0.0022988505747126436,1
ACC007893,10,10,7.380785196889178e-05,0.005263157894736842,1
ACC009068,8,12,0.0002584316687259188,0.005263157894736842,1
ACC009094,9,12,0.0006058637305001198,0.004761904761904762,1
ACC009415,15,5,8.543427693255335e-05,0.0,1
ACC000956,10,7,6.510719619586997e-05,0.0,1
ACC004207,14,7,5.6447978834238195e-05,0.0,1
ACC004247,13,16,6.678778923805655e-05,0.0024630541871921183,1
ACC005566,13,8,6.0387552023967176e-05,0.0,1
ACC006092,10,10,7.130901399890835e-05,0.005263157894736842,1
ACC009651,12,7,5.221511584773998e-05,0.005847953216374269,1
ACC000184,13,13,0.0001311970195519049,0.0,1
ACC000576,23,9,0.00014677639108261504,0.0,1
ACC002742,15,7,0.0004348627711542972,0.004329004329004329,1
ACC003390,11,6,6.451370823388069e-05,0.0,1
ACC003948,9,8,8.058900749826568e-05,0.007352941176470588,1
ACC004214,13,15,7.349552454317131e-05,0.0,1
ACC004835,12,8,4.854734513785155e-05,0.0,1
ACC005209,19,10,8.075140704301206e-05,0.0049261083743842365,1
ACC006141,12,5,7.73191551516343e-05,0.0,1
ACC007619,13,11,6.57576504809116e-05,0.0,1
ACC008071,8,7,0.000357060441216983,0.009523809523809525,1
ACC008311,13,6,8.22484435464275e-05,0.0,1
ACC008569,6,15,4.327137291856124e-05,0.0,1
ACC000185,6,8,3.748333137990548e-05,0.0,1
ACC004035,13,4,8.93194627021249e-05,0.0,1
ACC004085,7,11,7.201771977978586e-05,0.006535947712418301,1
ACC005016,6,9,3.271199718859539e-05,0.0,1
ACC006227,7,7,3.719065210807701e-05,0.0,1
ACC006635,10,12,0.00011249419147555852,0.004329004329004329,1
ACC000186,14,6,7.817104350501117e-05,0.010526315789473684,1
ACC001847,8,12,8.357140731181708e-05,0.010526315789473684,1
ACC002062,13,10,5.091289929600671e-05,0.0,1
ACC007484,7,8,5.7057358060880106e-05,0.0,1
ACC008557,4,11,5.831385912675489e-05,0.0,1
ACC000187,9,16,5.388421196343622e-05,0.0,1
ACC001822,16,7,0.0002929628185346972,0.007905138339920948,1
ACC002750,12,10,4.762114977915372e-05,0.004329004329004329,1
ACC003422,13,9,4.173322224402606e-05,0.004329004329004329,1
ACC003570,15,10,8.230886922918039e-05,0.0,1
ACC005722,12,8,5.5888479915788314e-05,0.005263157894736842,1
ACC007979,11,11,6.810026261847178e-05,0.0,1
ACC008022,15,12,9.243032167891534e-05,0.002849002849002849,1
ACC008047,9,12,5.303833145404171e-05,0.0,1
ACC008152,12,9,6.474296622362273e-05,0.0,1
ACC000188,10,13,8.61565865086917e-05,0.003952569169960474,1
ACC001344,10,10,4.9395063583336727e-05,0.005263157894736842,1
ACC001528,10,7,7.683136324219008e-05,0.0,1
ACC003447,5,9,2.7037627153910553e-05,0.0,1
ACC003641,9,3,6.675873687714151e-05,0.015151515151515152,1
ACC004749,13,11,8.986365113581236e-05,0.0036231884057971015,1
ACC004762,10,7,7.2984684312096e-05,0.014705882352941176,1
ACC005330,15,9,0.00043461076276509435,0.0036231884057971015,1
ACC005854,10,13,5.5087631133880614e-05,0.003952569169960474,1
ACC007638,6,8,3.0422021639253955e-05,0.0,1
ACC008463,14,8,9.890538847239183e-05,0.0,1
ACC000189,12,12,7.188741809126469e-05,0.0,1
ACC002712,4,14,2.598299244656975e-05,0.0,1
ACC007772,15,11,8.00804067409291e-05,0.003076923076923077,1
ACC009269,6,16,3.186050537374627e-05,0.0,1
ACC009652,10,7,4.48379644395785e-05,0.0,1
ACC000190,7,12,3.0173206813622225e-05,0.0,1
ACC002318,11,10,5.127401742217059e-05,0.004761904761904762,1
ACC002772,15,7,6.0088768254425115e-05,0.0,1
ACC003609,14,7,4.712293492147082e-05,0.009523809523809525,1
ACC003998,9,4,4.7675652427013e-05,0.0,1
ACC004177,16,11,8.129245404345299e-05,0.005698005698005698,1
ACC005587,10,8,6.0288074317424315e-05,0.0,1
ACC006913,17,8,7.78016228636786e-05,0.0,1
ACC007124,9,11,3.088167309826582e-05,0.0,1
ACC007525,9,10,5.212422892584833e-05,0.0,1
ACC008700,10,10,4.3273910147613977e-05,0.005263157894736842,1
ACC000191,11,5,5.551590058453823e-05,0.0,1
ACC002992,6,6,8.134393172210122e-05,0.0,1
ACC003014,16,15,0.00027014494263824924,0.0,1
ACC003796,14,9,9.158605639562188e-05,0.003952569169960474,1
ACC007171,11,11,8.357786960764446e-05,0.0,1
ACC000192,12,10,0.00017147417329781722,0.0,1
ACC003722,7,13,5.071794827751599e-05,0.0,1
ACC003960,10,3,5.598491689525201e-05,0.01282051282051282,1
ACC004098,13,11,0.00011745451006160248,0.0,1
ACC005212,13,5,0.00017750887242640263,0.0,1
ACC006265,8,15,0.00012776297614134103,0.003952569169960474,1
ACC006613,10,14,0.00010703813757350017,0.0,1
ACC006797,14,7,0.00017587672314314456,0.0,1
ACC007154,11,7,4.9844630350986136e-05,0.0,1
ACC009165,12,10,7.715088152097463e-05,0.0,1
ACC000193,13,15,9.428235986287613e-05,0.0,1
ACC001442,8,9,0.00018816080108608046,0.007352941176470588,1
ACC001835,10,4,6.094742201822135e-05,0.01098901098901099,1
ACC001858,9,6,6.952928955908575e-05,0.009523809523809525,1
ACC001932,9,9,5.9761380695410945e-05,0.006535947712418301,1
ACC002836,9,10,5.533579241733311e-05,0.0,1
ACC005112,13,13,6.06178197464282e-05,0.0,1
ACC005338,11,8,5.822637508493432e-05,0.0,1
ACC005800,14,9,6.766032108243958e-05,0.003952569169960474,1
ACC006098,10,11,4.6995340100696954e-05,0.0,1
ACC007890,12,11,5.8337776267187765e-05,0.0,1
ACC008456,17,9,6.712034923700548e-05,0.003076923076923077,1
ACC008712,6,14,0.00016317139700816477,0.005263157894736842,1
ACC000913,10,5,7.151104185968763e-05,0.009523809523809525,1
ACC001414,10,10,5.477592229581596e-05,0.010526315789473684,1
ACC001623,9,10,0.0002995648344516742,0.005847953216374269,1
ACC001924,11,8,6.372161686233147e-05,0.005847953216374269,1
ACC002351,10,10,7.501937766928116e-05,0.0,1
ACC002412,13,12,6.34494660902896e-05,0.0,1
ACC002724,10,14,5.6189435782917544e-05,0.0,1
ACC004051,10,9,5.17876095502824e-05,0.0,1
ACC004791,9,7,4.938492808037658e-05,0.0,1
ACC005101,10,14,0.0002558347172514029,0.0,1
ACC005146,12,4,7.087132441273659e-05,0.0,1
ACC005430,11,14,5.1493301600876885e-05,0.0,1
ACC005548,13,17,8.133625098618746e-05,0.006896551724137931,1
ACC008161,13,18,0.00011673824734531927,0.0064516129032258064,1
ACC008247,10,12,7.041679571598056e-05,0.0,1
ACC008248,11,14,6.836987245539583e-05,0.0,1
ACC000195,8,8,3.694706178874053e-05,0.0,1
ACC001118,10,8,9.103075145117108e-05,0.013071895424836602,1
ACC001141,9,8,5.484151726150971e-05,0.0,1
ACC006829,7,4,4.270004327904345e-05,0.0,1
ACC007320,18,13,7.086252654306348e-05,0.0,1
ACC008630,15,8,6.751510465083453e-05,0.0,1
ACC009112,9,11,6.876727290482432e-05,0.0,1
ACC000196,7,6,5.452198712667075e-05,0.0,1
ACC001071,12,15,4.884920517942611e-05,0.0,1
ACC002446,11,8,7.438663734329664e-05,0.0,1
ACC003260,9,11,6.70593799207588e-05,0.0,1
ACC004599,5,7,0.00019541234986741478,0.0,1
ACC008378,12,13,9.083031140669329e-05,0.0,1
ACC009243,13,13,8.540222545955927e-05,0.0,1
ACC000197,10,7,6.428202336480672e-05,0.0,1
ACC000727,15,13,8.089981121552196e-05,0.0,1
ACC002041,7,11,6.175008628382896e-05,0.0,1
ACC004233,9,8,9.386545088320744e-05,0.0,1
ACC006770,11,11,9.311344657112974e-05,0.0,1
ACC008844,15,9,6.722745560609014e-05,0.0,1
ACC000198,9,16,5.195650404207563e-05,0.0033333333333333335,1
ACC000964,7,15,3.6460532550070875e-05,0.004329004329004329,1
ACC001188,6,14,5.132336373574628e-05,0.0,1
ACC001669,6,9,4.068642905567014e-05,0.0,1
ACC002228,15,6,9.122553824552312e-05,0.004761904761904762,1
ACC006605,7,12,2.713401604569931e-05,0.0,1
ACC006622,14,17,7.129816224733233e-05,0.0,1
ACC007122,12,10,4.9342741268254335e-05,0.0,1
ACC007488,16,11,0.000549604993046412,0.0,1
ACC007744,15,7,7.35820760193294e-05,0.0,1
ACC007752,11,10,5.495370554628424e-05,0.004761904761904762,1
ACC008168,10,11,0.00042140602960421327,0.0,1
ACC008779,6,11,2.8503333482152416e-05,0.0,1
ACC009580,16,11,9.270858765008064e-05,0.0,1
ACC009860,10,15,5.829337935452378e-05,0.0033333333333333335,1
ACC009893,10,10,6.316431371693255e-05,0.0,1
ACC000199,6,5,5.028926919767921e-05,0.0,1
ACC001639,11,22,7.491512493821278e-05,0.003787878787878788,1
ACC005663,12,13,7.163003237980633e-05,0.006666666666666667,1
ACC008933,10,5,7.014645703926337e-05,0.0,1
ACC000200,9,13,4.491263795497505e-05,0.012987012987012988,1
ACC000363,11,10,7.928628826748397e-05,0.0,1
ACC000585,8,9,5.6767624340870596e-05,0.0,1
ACC002925,7,9,3.3299791029291434e-05,0.008333333333333333,1
ACC004049,11,12,0.00013258767682015093,0.003952569169960474,1
ACC004356,14,12,7.412550639388699e-05,0.003076923076923077,1
ACC004391,12,17,5.557017717715338e-05,0.0049261083743842365,1
ACC005518,10,15,6.113270706086465e-05,0.006666666666666667,1
ACC007674,8,10,4.591381691823431e-05,0.006535947712418301,1
ACC007704,14,11,8.632297837381807e-05,0.006666666666666667,1
ACC008259,9,11,5.3405678991082314e-05,0.0,1
ACC009880,9,13,4.2595664087336914e-05,0.017316017316017316,1
ACC000201,5,8,3.853232985456328e-05,0.0,1
ACC001593,14,12,0.00013495931146072085,0.003076923076923077,1
ACC003165,11,14,3.888287871989284e-05,0.0033333333333333335,1
ACC004609,14,15,0.00017259899911107294,0.0024630541871921183,1
ACC005237,16,12,5.931161121492727e-05,0.0,1
ACC008652,16,15,0.0001091266240364773,0.004301075268817204,1
ACC000202,7,7,6.324736003223533e-05,0.01098901098901099,1
ACC003724,8,17,3.2720460753710486e-05,0.0,1
ACC003923,3,9,2.79089994525178e-05,0.0,1
ACC007398,9,9,0.0001118044320153993,0.0,1
ACC007683,16,12,6.115555758469812e-05,0.005291005291005291,1
ACC008120,9,7,7.244796027446191e-05,0.0,1
ACC000203,13,5,7.439918139302018e-05,0.0,1
ACC000321,14,15,0.00027040025586472927,0.0024630541871921183,1
ACC001338,15,7,0.00013271943295503736,0.004329004329004329,1
ACC001676,7,9,4.48385154964502e-05,0.0,1
ACC003460,10,12,0.00011390097479340976,0.0,1
ACC000204,10,9,5.910249907473491e-05,0.0,1
ACC002625,12,7,0.0002048019893036541,0.0,1
ACC004740,8,11,3.130173037623537e-05,0.0,1
ACC006061,14,14,8.335181472969942e-05,0.0,1
ACC008238,8,8,4.6923927315201844e-05,0.0,1
ACC009008,5,14,2.3910518885508958e-05,0.005847953216374269,1
ACC009325,10,11,0.0002969053417684553,0.0,1
ACC000205,9,7,8.33248732650069e-05,0.008333333333333333,1
ACC000685,11,13,8.625062317965023e-05,0.0,1
ACC002369,11,11,5.3283245066562134e-05,0.004329004329004329,1
ACC003735,17,10,9.733251751907356e-05,0.002849002849002849,1
ACC004897,9,9,0.00040511097311968035,0.0,1
ACC007086,9,10,0.00021463986839199937,0.0,1
ACC007200,15,13,9.66017762906686e-05,0.0026455026455026454,1
ACC000206,7,10,0.0001773987295209745,0.0,1
ACC001057,6,10,0.000201220753478247,0.0,1
ACC001743,8,15,3.766176344293105e-05,0.003952569169960474,1
ACC001998,4,7,0.00017528369511354602,0.0,1
ACC002341,10,8,9.226526457454017e-05,0.006535947712418301,1
ACC002886,5,8,3.235907677860302e-05,0.01282051282051282,1
ACC005130,14,10,5.9930941362014934e-05,0.0,1
ACC006636,14,13,6.781736780755677e-05,0.0,1
ACC008176,10,12,0.00010100844730605311,0.0,1
ACC000207,12,9,7.724045042865732e-05,0.0,1
ACC001121,14,9,0.00036558902059010843,0.0,1
ACC001250,10,9,5.2253641933236686e-05,0.0,1
ACC004923,8,16,4.3164168181096554e-05,0.0036231884057971015,1
ACC005284,4,7,3.959800733061625e-05,0.0,1
ACC008747,11,8,0.0003715636741115007,0.0,1
ACC008761,11,7,6.431340231724006e-05,0.006535947712418301,1
ACC009546,8,11,4.288137550222751e-05,0.005847953216374269,1
ACC000208,6,11,4.420227637716399e-05,0.007352941176470588,1
ACC001683,9,11,6.0098333433156024e-05,0.0,1
ACC004560,9,8,6.312797070165121e-05,0.0,1
ACC006188,16,7,0.00031597297262101864,0.003952569169960474,1
ACC006633,12,8,6.386584651200997e-05,0.005263157894736842,1
ACC007775,13,6,0.0002900383695858733,0.0,1
ACC008320,8,13,5.334615666199006e-05,0.004761904761904762,1
ACC009170,5,12,3.14260152716987e-05,0.007352941176470588,1
ACC009531,12,10,4.659653155029999e-05,0.0,1
ACC000209,9,8,6.23067868867859e-05,0.007352941176470588,1
ACC000241,11,1,7.653698480417925e-05,0.0,1
ACC003190,8,7,6.532747292255511e-05,0.0,1
ACC004250,8,8,6.191060546709926e-05,0.0,1
ACC004626,11,6,5.111697869383681e-05,0.0,1
ACC005690,17,12,6.290930944869442e-05,0.0024630541871921183,1
ACC006894,13,11,8.467872224700403e-05,0.0036231884057971015,1
ACC000210,7,13,3.2418508969358806e-05,0.005263157894736842,1
